@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
503,'2025/11/15 19:22:25:060',3,0.388363,0.268188,0.439393,0.309072,0.468859,0.425446,0.459424,0.372084,0.485115,0.438625,0.539296,0.465756,0.650161,0.483282,0.717009,0.494357,0.777668,0.392916,0.549519,0.398281,0.674071,0.397416,0.74999,0.394573,0.816607,0.353832,0.529759,0.34685,0.642802,0.346881,0.723207,0.34455,0.793432,0.316317,0.485233,0,0,0.311589,0.55543,0.342448,0.535048,0.39693,3
504,'2025/11/15 19:22:25:065',3,0.396076,0.261801,0.448197,0.30323,0.475663,0.435968,0.453812,0.384893,0.481037,0.447578,0.530882,0.474301,0.644526,0.49081,0.71267,0.50137,0.773459,0.402419,0.541545,0.408585,0.670981,0.407271,0.748005,0.403823,0.81344,0.363017,0.521142,0.355299,0.638214,0.353038,0.718451,0.348288,0.786431,0.324579,0.47576,0,0,0.322027,0.550681,0.353549,0.531045,0.389637,3
505,'2025/11/15 19:22:25:113',3,0.410208,0.255868,0.461063,0.306795,0.484046,0.444983,0.452146,0.393484,0.480608,0.453826,0.521447,0.48221,0.638237,0.500009,0.708798,0.510741,0.772171,0.410566,0.53211,0.415661,0.662205,0.414361,0.742656,0.411294,0.809304,0.371567,0.51191,0.361257,0.631126,0.359377,0.715266,0.35502,0.784781,0.334432,0.466918,0,0,0.330944,0.542792,0.36557,0.524107,0.390699,3
506,'2025/11/15 19:22:25:160',3,0.420782,0.246062,0.475631,0.293622,0.503314,0.46694,0.450862,0.415548,0.47788,0.471006,0.512054,0.496813,0.631777,0.514215,0.705884,0.525446,0.77109,0.427348,0.522217,0.430091,0.65463,0.428146,0.736856,0.42578,0.803892,0.387955,0.502632,0.378373,0.620194,0.375767,0.706054,0.371039,0.776741,0.348948,0.459685,0,0,0.356826,0.533994,0.3943,0.512324,0.382259,3
507,'2025/11/15 19:22:25:218',3,0.450053,0.232532,0.503629,0.2805,0.531429,0.503265,0.436419,0.464543,0.471471,0.494505,0.501686,0.519088,0.619824,0.536981,0.695273,0.547373,0.759802,0.451843,0.512514,0.454901,0.644293,0.45318,0.728379,0.450531,0.797846,0.412152,0.495345,0.404465,0.616482,0.404028,0.703584,0.40312,0.774048,0.371958,0.454462,0,0,0.379258,0.524625,0.417303,0.501933,0.367204,3
508,'2025/11/15 19:22:25:224',3,0.487389,0.226676,0.5428,0.272646,0.571525,0.536309,0.427653,0.490248,0.460588,0.528732,0.5027,0.545648,0.616873,0.560775,0.686719,0.574053,0.743036,0.4814,0.510146,0.476575,0.640305,0.478192,0.72175,0.483783,0.785605,0.441049,0.489668,0.424778,0.612431,0.427458,0.696846,0.432551,0.762836,0.403227,0.444557,0,0,0.407536,0.518948,0.444217,0.49674,0.359045,3
509,'2025/11/15 19:22:25:280',3,0.491341,0.222442,0.555004,0.26206,0.588744,0.567275,0.410687,0.534294,0.460141,0.574064,0.487559,0.593529,0.596421,0.602845,0.666664,0.610251,0.725882,0.520562,0.508273,0.514934,0.637933,0.510208,0.720149,0.512111,0.788053,0.470999,0.498143,0.452469,0.610589,0.451712,0.693722,0.455539,0.760466,0.425295,0.462249,0,0,0.441931,0.507052,0.482475,0.472817,0.343825,3
510,'2025/11/15 19:22:25:299',3,0.515324,0.209185,0.577021,0.251185,0.61247,0.576494,0.398491,0.529592,0.42958,0.591225,0.479093,0.615592,0.586901,0.631661,0.657165,0.644073,0.716416,0.541624,0.49828,0.543776,0.626551,0.544473,0.709043,0.548724,0.774088,0.497091,0.483204,0.482098,0.597674,0.486713,0.675776,0.49401,0.736483,0.453996,0.440894,0,0,0.45851,0.500264,0.494299,0.475305,0.331538,3
511,'2025/11/15 19:22:25:364',3,0.55133,0.188566,0.609088,0.222312,0.655288,0.627723,0.365178,0.578858,0.400346,0.629366,0.461047,0.663655,0.565355,0.684565,0.630638,0.700352,0.69057,0.583873,0.481957,0.597156,0.604546,0.600938,0.682602,0.604498,0.747617,0.541054,0.468933,0.544227,0.57137,0.553324,0.649558,0.559839,0.714057,0.496781,0.426704,0,0,0.516244,0.477274,0.5507,0.442973,0.296729,3
512,'2025/11/15 19:22:25:369',3,0.56689,0.17328,0.628305,0.20519,0.676363,0.645246,0.347462,0.598244,0.378096,0.647052,0.451558,0.684122,0.555705,0.707594,0.619578,0.725147,0.678503,0.603351,0.467737,0.615768,0.597175,0.622855,0.674771,0.629461,0.742139,0.564974,0.448622,0.563,0.558487,0.573228,0.634008,0.583042,0.698336,0.526078,0.397563,0,0,0.534831,0.46959,0.567664,0.438093,0.278332,3
513,'2025/11/15 19:22:25:423',3,0.575109,0.161434,0.635868,0.192334,0.684204,0.659731,0.328612,0.612628,0.363745,0.660599,0.43434,0.69597,0.541914,0.719654,0.605224,0.737562,0.663453,0.614838,0.450692,0.627255,0.583102,0.634648,0.662392,0.640773,0.729346,0.575752,0.43073,0.575363,0.542099,0.58811,0.619158,0.598944,0.684518,0.538362,0.379513,0,0,0.552778,0.452656,0.57935,0.422109,0.260171,3
514,'2025/11/15 19:22:25:436',3,0.579256,0.149946,0.647059,0.184613,0.69727,0.675803,0.317488,0.628022,0.346802,0.671966,0.422235,0.710752,0.531821,0.734455,0.596051,0.752383,0.655723,0.628139,0.43885,0.644963,0.571211,0.652606,0.652535,0.657863,0.722642,0.589788,0.41977,0.592635,0.530293,0.605476,0.607336,0.616283,0.676775,0.551654,0.365162,0,0,0.56529,0.447584,0.593368,0.4181,0.248196,3
515,'2025/11/15 19:22:25:461',3,0.591583,0.146309,0.65729,0.175193,0.710062,0.691392,0.307444,0.643998,0.339348,0.685834,0.418788,0.72359,0.523962,0.748484,0.586351,0.767884,0.644941,0.642503,0.433108,0.657926,0.56441,0.665869,0.642696,0.67187,0.712224,0.604454,0.41292,0.611163,0.524546,0.624961,0.599359,0.636227,0.668318,0.566484,0.359145,0,0,0.587069,0.442899,0.612172,0.408484,0.240286,3
516,'2025/11/15 19:22:25:505',3,0.599876,0.13843,0.665516,0.164176,0.72137,0.70691,0.298253,0.658627,0.33157,0.696235,0.413108,0.735887,0.517302,0.760918,0.579945,0.779575,0.640048,0.652889,0.428562,0.669703,0.560281,0.67768,0.639059,0.68353,0.708475,0.613868,0.409161,0.621139,0.519498,0.636853,0.595325,0.648426,0.663813,0.574361,0.355773,0,0,0.599657,0.43749,0.626004,0.400196,0.228076,3
517,'2025/11/15 19:22:25:560',3,0.609637,0.129921,0.675584,0.156633,0.73108,0.716595,0.29235,0.668389,0.323,0.706231,0.406325,0.746244,0.514526,0.772198,0.575797,0.792309,0.633841,0.664799,0.422721,0.683572,0.554348,0.692205,0.633228,0.698191,0.703188,0.626629,0.40368,0.633953,0.5136,0.648601,0.589803,0.660745,0.659772,0.585934,0.349187,0,0,0.605033,0.435932,0.63122,0.401365,0.218255,3
518,'2025/11/15 19:22:25:601',3,0.621225,0.126161,0.68484,0.149603,0.741627,0.725653,0.291611,0.679089,0.32502,0.71844,0.403206,0.756523,0.507469,0.782262,0.56919,0.802843,0.627694,0.676119,0.417033,0.692375,0.547292,0.700375,0.625157,0.708064,0.69666,0.637173,0.398264,0.647626,0.507689,0.660739,0.583762,0.671389,0.654038,0.597946,0.348432,0,0,0.618722,0.430867,0.64533,0.390882,0.219668,3
519,'2025/11/15 19:22:25:606',3,0.63097,0.125036,0.692208,0.14589,0.747849,0.735336,0.285105,0.690334,0.321041,0.728806,0.400653,0.764718,0.502322,0.79019,0.563341,0.810529,0.621057,0.6873,0.416445,0.702694,0.544721,0.71106,0.62219,0.717968,0.692268,0.648484,0.400428,0.658433,0.507711,0.672561,0.583161,0.68165,0.651043,0.608581,0.356166,0,0,0.634537,0.427221,0.658073,0.385617,0.216,3
520,'2025/11/15 19:22:25:624',3,0.63602,0.123529,0.700117,0.150315,0.754434,0.741334,0.2904,0.695874,0.321066,0.73544,0.400112,0.773931,0.504392,0.800524,0.564343,0.822197,0.620213,0.693535,0.415093,0.71039,0.54525,0.719991,0.623576,0.728389,0.693139,0.654865,0.396115,0.664081,0.505891,0.678955,0.581711,0.690506,0.650271,0.61513,0.344963,0,0,0.638314,0.426883,0.664891,0.391288,0.218371,3
521,'2025/11/15 19:22:25:675',3,0.643356,0.121644,0.706751,0.147528,0.761316,0.751151,0.284593,0.705066,0.319011,0.74338,0.399179,0.781633,0.503671,0.80711,0.563487,0.82911,0.619191,0.701387,0.416064,0.71884,0.545462,0.728866,0.624216,0.738285,0.692732,0.6623,0.397811,0.672005,0.508752,0.688598,0.584725,0.701739,0.653068,0.621849,0.346486,0,0,0.649724,0.427972,0.675243,0.391317,0.211722,3
522,'2025/11/15 19:22:25:728',3,0.648505,0.116536,0.713528,0.145154,0.768123,0.759926,0.284371,0.714864,0.316972,0.748879,0.398747,0.788257,0.504759,0.815265,0.56441,0.837904,0.61936,0.708275,0.41536,0.727592,0.545083,0.738959,0.6233,0.748212,0.690325,0.670157,0.396299,0.680168,0.506501,0.699704,0.580346,0.715293,0.646943,0.629765,0.342299,0,0,0.658077,0.426664,0.684535,0.391797,0.210334,3
523,'2025/11/15 19:22:25:733',3,0.654943,0.122123,0.718272,0.140059,0.777272,0.770688,0.278539,0.726798,0.322642,0.759232,0.396474,0.797477,0.49728,0.824733,0.558212,0.84722,0.614651,0.719898,0.414618,0.737141,0.538787,0.747028,0.61752,0.75515,0.685027,0.682067,0.399503,0.69259,0.509809,0.711174,0.5843,0.724776,0.646839,0.641666,0.358257,0,0,0.669061,0.421693,0.697524,0.383559,0.207119,3
524,'2025/11/15 19:22:25:777',3,0.665789,0.123017,0.730612,0.146776,0.784872,0.78018,0.278781,0.737799,0.318213,0.768099,0.394273,0.807794,0.498906,0.834636,0.559922,0.857719,0.616067,0.728546,0.409936,0.745531,0.537921,0.756553,0.619472,0.767147,0.689327,0.690397,0.392361,0.701922,0.50725,0.720843,0.583815,0.736686,0.649452,0.650974,0.344653,0,0,0.675084,0.425755,0.702942,0.392008,0.209024,3
525,'2025/11/15 19:22:25:801',3,0.67454,0.125779,0.738934,0.148242,0.794498,0.790512,0.280136,0.750308,0.32152,0.775851,0.396297,0.817077,0.498184,0.845259,0.558178,0.868686,0.615348,0.737087,0.412654,0.756457,0.537812,0.766981,0.618137,0.775527,0.688907,0.69869,0.395938,0.714406,0.509096,0.735284,0.584753,0.751459,0.651204,0.658141,0.349903,0,0,0.688768,0.428121,0.716472,0.391022,0.210182,3
526,'2025/11/15 19:22:25:855',3,0.676828,0.128637,0.743057,0.155777,0.79811,0.79798,0.28746,0.758486,0.329555,0.784265,0.396193,0.827749,0.502664,0.855869,0.563154,0.878798,0.61877,0.746125,0.413671,0.767078,0.543296,0.778492,0.623866,0.788558,0.691821,0.708007,0.39813,0.724266,0.513498,0.745346,0.590701,0.762253,0.659272,0.666854,0.350047,0,0,0.702707,0.432515,0.728981,0.3962,0.215182,3
527,'2025/11/15 19:22:25:860',3,0.682637,0.136001,0.746938,0.157126,0.80126,0.80237,0.289561,0.7655,0.333892,0.789048,0.399808,0.832993,0.503092,0.861763,0.563256,0.885507,0.618551,0.751482,0.415514,0.770484,0.543861,0.781276,0.625734,0.791149,0.694818,0.713906,0.40153,0.731191,0.518457,0.750461,0.597699,0.765958,0.664913,0.674494,0.361204,0,0,0.708494,0.436173,0.733775,0.398015,0.218226,3
528,'2025/11/15 19:22:25:900',3,0.688787,0.146017,0.75218,0.164936,0.807949,0.809148,0.29759,0.771561,0.339961,0.796102,0.411058,0.838232,0.513188,0.866555,0.571848,0.889567,0.62728,0.758499,0.426723,0.775834,0.550741,0.786289,0.630545,0.796728,0.699185,0.720533,0.412095,0.736044,0.5252,0.754945,0.605823,0.770394,0.675766,0.681377,0.372038,0,0,0.717522,0.439413,0.741642,0.396359,0.227728,3
529,'2025/11/15 19:22:25:923',3,0.696339,0.15479,0.756788,0.168046,0.812841,0.810198,0.301732,0.773012,0.351301,0.800236,0.415802,0.840587,0.516491,0.869312,0.574487,0.893632,0.630513,0.762177,0.431313,0.77718,0.552164,0.78752,0.63138,0.797037,0.700806,0.724267,0.417509,0.738278,0.527904,0.75786,0.607641,0.772184,0.675509,0.685263,0.382637,0,0,0.719595,0.443669,0.744842,0.400502,0.231877,3
530,'2025/11/15 19:22:25:986',3,0.69673,0.157806,0.757073,0.172105,0.813204,0.812971,0.308059,0.774053,0.35468,0.800365,0.417817,0.842608,0.518679,0.871201,0.577083,0.895458,0.631822,0.762898,0.434117,0.77859,0.555943,0.790563,0.63594,0.801232,0.703952,0.726063,0.420453,0.739623,0.532827,0.760765,0.613301,0.776278,0.681136,0.688194,0.384067,0,0,0.722496,0.449522,0.748272,0.408378,0.236511,3
531,'2025/11/15 19:22:25:994',3,0.698112,0.154583,0.759337,0.173749,0.813453,0.816127,0.308941,0.776819,0.352099,0.802703,0.420191,0.847032,0.52476,0.875046,0.583077,0.898735,0.636388,0.76473,0.436363,0.781881,0.560361,0.794005,0.640423,0.805761,0.706477,0.727942,0.420528,0.740758,0.534317,0.761997,0.613771,0.779531,0.681893,0.689329,0.375943,0,0,0.722876,0.454479,0.74874,0.417944,0.234785,3
532,'2025/11/15 19:22:26:044',3,0.70064,0.155262,0.761871,0.172578,0.816739,0.818046,0.310038,0.780298,0.358517,0.805426,0.418169,0.848811,0.520719,0.877472,0.58044,0.901541,0.635001,0.767726,0.435043,0.784186,0.558422,0.796187,0.639324,0.807589,0.70642,0.730681,0.421283,0.745237,0.536112,0.766864,0.617026,0.783585,0.683169,0.692974,0.384369,0,0,0.726706,0.448178,0.752881,0.41065,0.238061,3
533,'2025/11/15 19:22:26:094',3,0.700723,0.158465,0.761951,0.172312,0.817909,0.819051,0.307266,0.781932,0.356711,0.807044,0.417353,0.850242,0.518404,0.879092,0.577036,0.903916,0.6313,0.769236,0.434209,0.786281,0.556815,0.799423,0.638302,0.811814,0.705576,0.73228,0.42099,0.746696,0.533705,0.769187,0.61354,0.786023,0.67794,0.69505,0.385063,0,0,0.731717,0.446274,0.75648,0.40643,0.235602,3
534,'2025/11/15 19:22:26:099',3,0.702606,0.159364,0.762651,0.171548,0.819851,0.819979,0.305282,0.781645,0.355689,0.808489,0.415453,0.852549,0.517404,0.881799,0.57656,0.906256,0.630579,0.77096,0.43328,0.78852,0.556819,0.801019,0.637029,0.812578,0.703573,0.734191,0.4205,0.74784,0.530202,0.769753,0.609296,0.786139,0.674678,0.696359,0.384287,0,0,0.729684,0.447201,0.75461,0.408758,0.233348,3
535,'2025/11/15 19:22:26:142',3,0.702859,0.159541,0.76175,0.168175,0.820132,0.820945,0.304387,0.782467,0.355876,0.810253,0.414818,0.853027,0.515647,0.882099,0.57461,0.906795,0.62936,0.77265,0.433489,0.788821,0.554537,0.801542,0.633779,0.812751,0.701465,0.735497,0.421244,0.749005,0.528399,0.771162,0.608075,0.786749,0.674306,0.69738,0.387504,0,0,0.730788,0.444848,0.756156,0.403502,0.231639,3
536,'2025/11/15 19:22:26:164',3,0.700253,0.154736,0.761042,0.170552,0.817227,0.818327,0.304797,0.78045,0.354044,0.806938,0.413309,0.853116,0.517045,0.882095,0.575391,0.907293,0.631131,0.768547,0.431473,0.786515,0.554691,0.799645,0.634518,0.811444,0.70234,0.731046,0.417655,0.745752,0.52637,0.769029,0.604617,0.786604,0.673628,0.692797,0.376021,0,0,0.727236,0.451,0.753977,0.41205,0.231252,3
537,'2025/11/15 19:22:26:233',3,0.697139,0.154481,0.758723,0.17116,0.814784,0.814234,0.306724,0.776152,0.35412,0.804758,0.415147,0.850054,0.517855,0.879365,0.576602,0.904892,0.632042,0.766105,0.432912,0.783932,0.556891,0.796338,0.637265,0.808829,0.705718,0.72852,0.418831,0.74277,0.530221,0.764277,0.609533,0.781499,0.677802,0.689882,0.378277,0,0,0.722938,0.450272,0.748188,0.412367,0.232483,3
538,'2025/11/15 19:22:26:237',3,0.694624,0.160854,0.755038,0.175776,0.811512,0.80912,0.310469,0.770726,0.35556,0.799944,0.426354,0.841817,0.524187,0.871469,0.582947,0.897061,0.638129,0.760947,0.441634,0.777531,0.561332,0.79121,0.640061,0.804117,0.706379,0.722718,0.424507,0.737718,0.538021,0.75989,0.615967,0.776758,0.680422,0.682923,0.383925,0,0,0.712352,0.452651,0.739829,0.415487,0.240333,3
539,'2025/11/15 19:22:26:286',3,0.683218,0.166579,0.746144,0.18118,0.802851,0.793826,0.321242,0.755682,0.365548,0.789926,0.431798,0.832728,0.530138,0.863332,0.588956,0.888713,0.643584,0.750132,0.446132,0.768757,0.565916,0.782467,0.645333,0.794705,0.712724,0.711283,0.428396,0.728515,0.541722,0.750534,0.618509,0.767221,0.680927,0.669106,0.386531,0,0,0.69184,0.458016,0.722603,0.427628,0.248162,3
540,'2025/11/15 19:22:26:291',3,0.67069,0.170917,0.732885,0.183562,0.787975,0.777572,0.32655,0.738794,0.373102,0.774357,0.428909,0.818319,0.531253,0.84972,0.593157,0.875425,0.649032,0.735155,0.446388,0.756822,0.570237,0.771011,0.652753,0.783011,0.720505,0.697022,0.431211,0.711781,0.550051,0.732322,0.628677,0.74862,0.690882,0.654172,0.391043,0,0,0.671673,0.466251,0.703107,0.43585,0.249559,3
541,'2025/11/15 19:22:26:359',3,0.655062,0.178911,0.718927,0.195251,0.773977,0.759041,0.336762,0.717082,0.378448,0.761155,0.44203,0.804083,0.543121,0.834132,0.603851,0.857505,0.660393,0.720957,0.460066,0.743496,0.58406,0.75689,0.664258,0.767088,0.732013,0.682204,0.444848,0.693481,0.560052,0.711677,0.637453,0.725303,0.700505,0.638472,0.403037,0,0,0.654709,0.477628,0.68412,0.445971,0.26117,3
542,'2025/11/15 19:22:26:364',3,0.645113,0.187461,0.710824,0.203624,0.765765,0.746019,0.346266,0.703526,0.391329,0.752415,0.453594,0.794424,0.552474,0.823337,0.613468,0.847532,0.670313,0.71048,0.472687,0.729504,0.595345,0.740975,0.673145,0.751743,0.73888,0.670441,0.457564,0.678967,0.572137,0.694019,0.648638,0.705223,0.711587,0.626831,0.416275,0,0,0.643228,0.487619,0.671596,0.451623,0.270945,3
543,'2025/11/15 19:22:26:418',3,0.636235,0.191515,0.702662,0.212424,0.755893,0.735067,0.356395,0.69378,0.401339,0.739674,0.457669,0.784835,0.560846,0.813212,0.62236,0.837322,0.679985,0.697613,0.475959,0.720072,0.603098,0.73184,0.681415,0.742381,0.749113,0.658753,0.462447,0.669599,0.576676,0.684101,0.653218,0.694676,0.720282,0.616645,0.41813,0,0,0.635213,0.501615,0.66046,0.464943,0.278522,3
544,'2025/11/15 19:22:26:424',3,0.633687,0.195315,0.700511,0.22076,0.754034,0.732781,0.362601,0.687895,0.404887,0.736427,0.462482,0.7841,0.570098,0.812422,0.631427,0.835626,0.68822,0.694244,0.482824,0.719303,0.611651,0.730668,0.691185,0.740198,0.760896,0.654884,0.470989,0.665879,0.582837,0.68103,0.660981,0.692712,0.735295,0.610982,0.423217,0,0,0.628901,0.511183,0.656165,0.476687,0.282322,3
545,'2025/11/15 19:22:26:467',3,0.634254,0.210452,0.698373,0.231639,0.75352,0.732229,0.369767,0.691362,0.414302,0.739203,0.473703,0.785582,0.577088,0.814913,0.637053,0.839137,0.692608,0.697265,0.495317,0.721685,0.621313,0.731856,0.6969,0.741026,0.765349,0.657263,0.484556,0.670259,0.591918,0.684256,0.668649,0.694964,0.742395,0.613296,0.441965,0,0,0.63578,0.518777,0.659603,0.480633,0.293462,3
546,'2025/11/15 19:22:26:495',3,0.63552,0.221697,0.699509,0.239952,0.753758,0.731724,0.379557,0.692184,0.426331,0.74165,0.48066,0.787921,0.578899,0.8172,0.638097,0.841254,0.694069,0.699997,0.504376,0.725024,0.62324,0.735364,0.697637,0.744804,0.766484,0.659685,0.49565,0.676044,0.600359,0.689983,0.67578,0.69921,0.747766,0.616413,0.457733,0,0,0.639321,0.526631,0.661496,0.48644,0.304539,3
547,'2025/11/15 19:22:26:573',3,0.643217,0.231013,0.703937,0.247678,0.755744,0.73137,0.393478,0.69003,0.440231,0.744491,0.487211,0.790902,0.583392,0.820781,0.643016,0.844945,0.698668,0.702551,0.511182,0.726995,0.630303,0.739601,0.705507,0.750694,0.774301,0.662087,0.501699,0.67678,0.611435,0.691946,0.688138,0.70306,0.758577,0.618414,0.465384,0,0,0.63654,0.535944,0.660945,0.499973,0.31611,3
548,'2025/11/15 19:22:26:581',3,0.643334,0.244275,0.704505,0.256066,0.755643,0.735563,0.395815,0.69968,0.446471,0.747786,0.49591,0.794314,0.592492,0.822762,0.652862,0.845353,0.709612,0.705649,0.520561,0.730076,0.639997,0.741982,0.714782,0.7526,0.782053,0.664547,0.513709,0.678786,0.626275,0.693203,0.70261,0.704691,0.769724,0.620648,0.480949,0,0,0.636513,0.546594,0.662021,0.513731,0.320955,3
549,'2025/11/15 19:22:26:632',3,0.645314,0.256751,0.706699,0.271297,0.758289,0.737467,0.411028,0.69861,0.461339,0.751141,0.50533,0.796048,0.601863,0.824742,0.661394,0.847845,0.7171,0.708122,0.53159,0.73165,0.648787,0.74353,0.722996,0.753998,0.789599,0.66624,0.526305,0.678556,0.638031,0.691962,0.714136,0.70172,0.780793,0.622071,0.49571,0,0,0.640813,0.558282,0.665369,0.52257,0.337599,3
550,'2025/11/15 19:22:26:637',3,0.651505,0.265909,0.71296,0.2855,0.76213,0.732773,0.436836,0.691709,0.486835,0.754764,0.516987,0.800937,0.613748,0.829277,0.6745,0.850909,0.73114,0.709412,0.542018,0.733908,0.660076,0.745458,0.733978,0.755373,0.800201,0.666991,0.535463,0.679578,0.650158,0.691986,0.726927,0.700905,0.795003,0.622771,0.50385,0,0,0.641154,0.574044,0.666064,0.536091,0.358534,3
551,'2025/11/15 19:22:26:684',3,0.662214,0.272497,0.719654,0.301067,0.763183,0.732857,0.455283,0.690335,0.503918,0.754529,0.527484,0.803864,0.629128,0.832771,0.692809,0.854578,0.751759,0.709318,0.550765,0.734351,0.675054,0.747576,0.752679,0.758287,0.822065,0.66711,0.542912,0.677111,0.66127,0.69084,0.741197,0.701333,0.812035,0.622795,0.508288,0,0,0.63517,0.591001,0.662984,0.558309,0.374524,3
552,'2025/11/15 19:22:26:693',3,0.662823,0.278285,0.721626,0.313895,0.759524,0.726552,0.468491,0.684974,0.517163,0.75252,0.539819,0.807943,0.64887,0.837747,0.716737,0.858662,0.776604,0.709166,0.564371,0.73763,0.697088,0.750796,0.777545,0.760852,0.843437,0.668119,0.555687,0.674736,0.675579,0.689202,0.75634,0.702326,0.829513,0.624021,0.511655,0,0,0.629764,0.605482,0.656623,0.579236,0.381234,3
553,'2025/11/15 19:22:26:755',3,0.662141,0.288143,0.719344,0.326124,0.755336,0.722673,0.484689,0.687315,0.536675,0.752367,0.553339,0.808523,0.668216,0.838411,0.735822,0.859021,0.796611,0.708722,0.577033,0.738078,0.71584,0.750561,0.796307,0.758583,0.86457,0.666552,0.569012,0.674709,0.691654,0.687822,0.773655,0.698469,0.849809,0.620809,0.52562,0,0,0.625236,0.621803,0.651756,0.595124,0.397068,3
554,'2025/11/15 19:22:26:799',3,0.656971,0.30003,0.715201,0.334994,0.753537,0.717204,0.499225,0.676068,0.549637,0.75067,0.568681,0.80624,0.683581,0.836533,0.749834,0.857407,0.811598,0.704994,0.593054,0.734937,0.729387,0.748436,0.807915,0.756594,0.875907,0.661279,0.585186,0.669469,0.706373,0.683509,0.788133,0.693595,0.863152,0.614518,0.543298,0,0,0.621339,0.635996,0.647602,0.607089,0.411043,3
555,'2025/11/15 19:22:26:803',3,0.662279,0.314904,0.715714,0.354845,0.749737,0.710601,0.514117,0.667318,0.563868,0.744217,0.581289,0.80053,0.694925,0.830278,0.762762,0.851103,0.824958,0.698718,0.604665,0.729927,0.742328,0.743932,0.821249,0.752455,0.889127,0.656159,0.596314,0.663592,0.717918,0.676145,0.800564,0.684562,0.875616,0.611042,0.555119,0,0,0.618717,0.648088,0.645231,0.620095,0.429982,3
556,'2025/11/15 19:22:26:855',3,0.672393,0.321735,0.726079,0.371483,0.75094,0.712597,0.533703,0.67592,0.583367,0.744462,0.595247,0.799389,0.713473,0.82688,0.781237,0.846362,0.841727,0.699668,0.61713,0.728938,0.757452,0.741103,0.835613,0.749734,0.899637,0.656687,0.609151,0.662709,0.732166,0.67537,0.812684,0.685542,0.886984,0.612768,0.564534,0,0,0.616094,0.65726,0.641169,0.633569,0.450253,3
557,'2025/11/15 19:22:26:860',3,0.672874,0.336863,0.73035,0.393634,0.759686,0.72175,0.557905,0.68252,0.597679,0.749996,0.609241,0.802232,0.725815,0.827223,0.791751,0.845995,0.851171,0.703793,0.630821,0.729959,0.76702,0.739045,0.842017,0.745944,0.902041,0.660888,0.622757,0.667103,0.741493,0.677081,0.819942,0.684465,0.892745,0.618668,0.577293,0,0,0.619213,0.66618,0.640437,0.652356,0.477592,3
558,'2025/11/15 19:22:26:930',3,0.682335,0.35303,0.739071,0.404914,0.769627,0.729247,0.571388,0.685259,0.607885,0.767135,0.621564,0.8165,0.730321,0.841038,0.795072,0.859392,0.854022,0.718497,0.644444,0.742929,0.769934,0.751985,0.841676,0.758956,0.901266,0.674918,0.636277,0.679695,0.751105,0.687618,0.827627,0.69332,0.897443,0.634255,0.597731,0,0,0.633707,0.676168,0.653418,0.658985,0.493974,3
559,'2025/11/15 19:22:26:935',3,0.693007,0.372468,0.756914,0.421952,0.786858,0.750285,0.578199,0.703991,0.60614,0.787983,0.627336,0.837301,0.735816,0.863397,0.799583,0.882892,0.857079,0.741187,0.650101,0.766563,0.778151,0.776437,0.851617,0.784213,0.911922,0.69782,0.644155,0.704549,0.758054,0.71259,0.832672,0.719078,0.902361,0.657986,0.607548,0,0,0.65885,0.68794,0.675915,0.666855,0.503942,3
560,'2025/11/15 19:22:26:951',3,0.71656,0.381457,0.781505,0.41851,0.811585,0.783232,0.572746,0.746096,0.612751,0.815316,0.628778,0.866626,0.737319,0.894292,0.802682,0.914841,0.860515,0.771706,0.652899,0.798049,0.785302,0.807859,0.861213,0.815681,0.922191,0.729278,0.648844,0.738759,0.766554,0.748122,0.842969,0.75632,0.911972,0.687467,0.611522,0,0,0.691564,0.693588,0.712715,0.677425,0.491243,3
